Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Conchas la muñeca,1,La Muñeca,200 gr,Pastas,2500,https://olimpica.vtexassets.com/arquivos/ids/991195/7702020112123.jpg
Frijol Maritza,8,Maritza,454 gr,Granos,4500,https://carulla.vteximg.com.br/arquivos/ids/19585626/Frijol-MARITZA-Radical-500-gr-1471483_a.jpg
Garbanzos diana,6,Diana,500 gr,Granos,5200,https://exitocol.vtexassets.com/arquivos/ids/27182467/GARBANZO-X-500-GR-X-25und-DIANA-500-gr-3091912_A.jpg
Maritza garbanzos linea premium,5,Maritza,454 gr,Granos,5500,https://images.rappi.com/products/920910637652_tnufymentveh_794794182377_caqrnhyijvqq_2038164_1.png
Maiz popcornn,9,Sin marca,200 gr,Granos,3000,https://exitocol.vtexassets.com/arquivos/ids/25644082/Maiz-Pira-X-500-gr-1165837_a.jpg
Panelada limón sobre,3,Panelada,sobre,Bebidas instantáneas,1200,https://exitocol.vteximg.com.br/arquivos/ids/25685215/Alimento-en-Polvo-Sabor-Limon-PANELADA-29-gr-3054484_a.jpg
Boka fresa,10,Boka,10 g,Bebidas instantáneas,800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702354955687.jpg
Boka Corozo,10,Boka,10 g,Bebidas instantáneas,800,https://megatiendas.vtexassets.com/arquivos/ids/168790/7702354955809.png
Boka lichi,8,Boka,10 g,Bebidas instantáneas,800,https://megatiendas.vtexassets.com/arquivos/ids/168790/7702354955809.png
Boka salpicón de frutas,2,Boka,10 g,Bebidas instantáneas,800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702354955663.jpg
Boka lima limón,10,Boka,10 g,Bebidas instantáneas,800,https://lavaquita.co/cdn/shop/products/supermercados_la_vaquita_supervaquita_boka_lima_limon_vitaminac.jpg
Boka mandarina,1,Boka,10 g,Bebidas instantáneas,800,https://images.rappi.com/products/577896073855_kauuztefafxr_382899491512_xmnocozbdwgl_1166326_1.jpeg
Boka sandía,3,Boka,10 g,Bebidas instantáneas,800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702354955748.jpg
Boka maracuyá,10,Boka,10 g,Bebidas instantáneas,800,https://ecommerce.confimaxautoservicio.com/backend/admin/backend/web/archivosDelCliente/items/images/BEBIDAS-REFRESCOS-EN-POLVO-BOKA-MARACUYA-2L-17320210712141903.jpg
Boka naranja,6,Boka,10 g,Bebidas instantáneas,800,https://ecommerce.confimaxautoservicio.com/backend/admin/backend/web/archivosDelCliente/items/images/BEBIDAS-REFRESCOS-EN-POLVO-BOKA-NARANJA-2L-17420210712141903.jpg
SunTea mora,10,SunTea,20 g,Té,2200,https://olimpica.vtexassets.com/arquivos/ids/718393/7702354948382.jpg
SunTea flor de Jamaica,3,SunTea,20 g,Té,2200,https://carulla.vtexassets.com/arquivos/ids/18654275/Mezcla-SUNTEA-POLVO-BEBIDA-TE-FLOR-JAMAICA-F-240-gr-3577389_a.jpg
SunTea limón,7,SunTea,20 g,Té,2200,https://static.merqueo.com/images/products/large/a26f0196-82e9-49eb-84d0-9ebfc01f6c31.jpg
SunTea maracuyá,1,SunTea,20 g,Té,2200,https://static.merqueo.com/images/products/large/a474c300-cddb-47ea-99db-7cce906b726a.jpg
SunTea frutos rojos,8,SunTea,20 g,Té,2200,https://megatiendas.vtexassets.com/arquivos/ids/168822/7702354955397.jpg
Leche condensada,3,Sin marca,25 gr,Lácteos procesados,1800,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Conservas/7702097066541_A1N1_es.jpg
Saltinas galletas mantequilla,9,Salinas,114 gr,Galletas,3500,https://static.merqueo.com/images/products/large/b9f89653-9e4b-447d-b616-b7465309f413.jpg
Saltinas dore,5,Salinas,105 gr,Galletas,3200,https://exitocol.vtexassets.com/arquivos/ids/26982238/Galletas-SALTINAS-1-TACO-DORE-105-gr-3556913_a.jpg
Saltinas original,8,Salinas,90 gr,Galletas,2800,https://olimpica.vtexassets.com/arquivos/ids/1486336/7702024687993_1.jpg
Del cerro galletas navidad,10,Del Cerro,No especificado,Galletas,4500,https://megatiendas.vtexassets.com/arquivos/ids/174899/7709768809599.jpg
Natilla de la abuela maracuyá,6,De la abuela,300 g,Postre,6500,https://deschampsfoods.com/wp-content/uploads/2025/01/Natilla-Maracuya-3.jpg
Natilla de la abuela coco,8,De la abuela,300 g,Postre,6500,https://www.delaabuelaconamor.com/wp-content/uploads/2023/11/Nuevos-Empaques-Sellos-De-La-Abuela-Con-Amor-Natiilas-y-Bunuelos-V1_Mesa-de-trabajo-1-copia.png
Natilla tradicional midia,9,Midia,200 g,Postre,4200,https://www.midia.com.co/sites/default/files/styles/product_detail/public/2024-09/094_Natilla_Arequipe_MiDia_200.png
Cereal zucaritas,8,Kelloggs,115 gr,Cereal,8500,https://olimpica.vtexassets.com/arquivos/ids/945759/7702103954862.jpg
Maizena la original,1,Maizena,90 g,Fécula,3800,https://exitocol.vtexassets.com/arquivos/ids/26678326/Fecula-de-Maiz-MAIZENA-720-gr-3341982_a.jpg
