Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Heineken Botella 330cm3,8,Heineken,330cm3,Bebidas,4500,https://labarraccu.com.ar/cdn/shop/files/Cerveza_Heineken_Sin_Alcohol_0.0_Porron_330ml_Pack_x12_1_4e062719-a6a3-4afe-afc1-42566dca17fc_800x.png
Tropi Kola Manzana 400ml,7,Tropi Kola,400ml,Bebidas,3800,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/tropikola-Manzana-400-1.png
Pony Malta Go Botella 200cm3,2,Pony Malta,200cm3,Bebidas,2500,https://olimpica.vtexassets.com/arquivos/ids/1787038/7702004025784.jpg.jpg
Tra Lavaplatos Limón 400gr,7,Tra,400gr,Limpieza,4500,https://exitocol.vtexassets.com/arquivos/ids/26769515/Lavaplatos-Taco-Limon-29362_a.jpg
Tropi Kola Tropical Botella 400ml,3,Tropi Kola,400ml,Bebidas,3800,https://dev.smk.agency/postobon/wp-content/uploads/2023/06/tropikolaTROPICAL400ml-1.png
Cristal Aloe Botella 330ml,4,Cristal,330ml,Bebidas,3200,https://exitocol.vteximg.com.br/arquivos/ids/25503916/Agua-con-Aloe-CRISTAL-330-ml-3214239_a.jpg
150gr Limón Axion,3,Axion,150gr,Limpieza,3000,https://exitocol.vtexassets.com/arquivos/ids/26770856/Lavaloza-Limon-AXION-CO01748A-1050255_b.jpg
7up Botella 400ml,1,7up,400ml,Bebidas,3500,https://carulla.vtexassets.com/arquivos/ids/18664743/Gaseosa-Pet-1058167_a.jpg
Gatorade Mandarina Botella 500ml,5,Gatorade,500ml,Bebidas,4800,https://olimpica.vtexassets.com/arquivos/ids/1432351/7702192218050.jpg
Gatorade Blue Ice Botella 500ml,1,Gatorade,500ml,Bebidas,4800,https://olimpica.vtexassets.com/arquivos/ids/1834185/7702192736455.jpg
Colombiana Botella 400ml,1,Colombiana,400ml,Bebidas,3500,https://exitocol.vteximg.com.br/arquivos/ids/27657091/Gaseosa-Colombiana-x-400-ml-1058142_a.jpg
Gatorade Sin Azúcar Botella 500ml,2,Gatorade,500ml,Bebidas,4800,https://colsubsidio.vteximg.com.br/arquivos/ids/193561-1200-1200/7702090070781-1.jpg
Botella Pony Malta 330cm3,6,Pony Malta,330cm3,Bebidas,2800,https://exitocol.vtexassets.com/arquivos/ids/26658723/Pony-Malta-Pet-330-ml-617569_a.jpg
Desengrasante Dersa Limón 200ml,1,Dersa,200ml,Limpieza,6500,https://exitocol.vtexassets.com/arquivos/ids/26774702/Lavaloza-Liquido-Limon-Desinf-DERSA-LAVALOZA-LIQUIDO-DERSA-400-ML-3470759_a.jpg
Malta Leona Sabor Original Botella 400cm3,2,Malta Leona,400cm3,Bebidas,3200,https://exitocol.vtexassets.com/arquivos/ids/25452188/Malta-Pet-LEONA-400-Mililitro-1397799_a.jpg
Desengrasante Blanco de 500ml,1,Blanco,500ml,Limpieza,8000,https://www.papyser.com/catalogo/-2883.jpg
Cola y Pola Refajo Botella 1500cm3,7,Cola y Pola,1500cm3,Bebidas,6500,https://carulla.vtexassets.com/arquivos/ids/20185949/Refajo-Cola-Y-Pola-Pet-X-1500ml-120074_a.jpg
Quita Grasa Easyoff Bang 500ml,3,Easyoff Bang,500ml,Limpieza,12000,https://olimpica.vtexassets.com/arquivos/ids/1422569/7702626384016_1.jpg
Pony Malta Go Botella 1L,13,Pony Malta,1L,Bebidas,4500,https://prodcdnmobisoft.oxxodomicilios.com/01J5Z8KDZFY5ASVZ6YCWEH1TRE.png
Quitagrasa Frotex 500ml,1,Frotex,500ml,Limpieza,10000,https://fonina.co/3391-large_default/desengrasante-cocina-rpto-x-500ml-frotex.jpg
Pony Malta 1.5L Botella,1,Pony Malta,1.5L,Bebidas,6500,https://exitocol.vtexassets.com/arquivos/ids/25709101/Pony-Malta-Pet-15-Litros-618578_a.jpg
Pony Malta 2L Botella,5,Pony Malta,2L,Bebidas,8000,https://copservir.vtexassets.com/arquivos/ids/1175234/PONY-MALTA-BOTELLA-X-2-LITROS_F.png
Desengrasante GCS 500ml,2,GCS,500ml,Limpieza,9000,https://grupocarlossantamaria.com/wp-content/uploads/2022/09/desengrasante-citrus500ml.jpg
Desengrasante Furos 500ml,2,Furos,500ml,Limpieza,8500,https://fuller.com.co/cdn/shop/files/desengrasante-multiusos-500-fuller.png
Coronita Extra 210ml,46,Coronita,210ml,Bebidas,3800,https://colanta.vtexassets.com/arquivos/ids/156779/436W-1.png
Limpia Hornos Easyoff 250ml,2,Easyoff,250ml,Limpieza,15000,https://www.mercaboy.com/5058-large_default/limpia-hornos-easy-off-250ml.jpg
Pares de Guantes Amarillos,15,Sin Marca,Unidad,Seguridad e higiene,2500,https://thumbs.dreamstime.com/b/pares-de-guantes-amarillos-del-caucho-o-l%C3%A1tex-para-las-tareas-hogar-protecci%C3%B3n-la-mano-al-trabajar-con-sustancias-qu%C3%ADmicas-144873965.jpg
Alcohol Industrial 375cc GM,3,GM,375cc,Limpieza,8000,https://supertiendascomunal.com/1685-large_default/alcohol-industrial-375-ml.jpg
Pares de Avientes Talla 9 Calibre 25,15,Sin Marca,Unidad,Seguridad e higiene,35000,https://mundodotaciones.com/wp-content/uploads/2021/09/producto2.jpg
Alcohol Industrial 750 GM,3,GM,750ml,Limpieza,15000,https://lamuela.com.co/wp-content/uploads/2023/11/Alcohol-Industrial-2.jpg
Varsol 375 GM,2,Varsol,375ml,Limpieza,6500,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Varsol 750 GM,3,Varsol,750ml,Limpieza,12000,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Pares de Guantes 8 y Medio,90,Sin Marca,Unidad,Seguridad e higiene,2500,https://locatelcolombia.vtexassets.com/arquivos/ids/196675/7707228360024-guantes-alfasafe-latex-6-y-medio-par-x-12.png
Thinner 375 GM,1,Thinner,375ml,Limpieza,10000,https://easycolombia.vtexassets.com/arquivos/ids/178916/thinner-fino-x375-cm3-1.jpg
Thinner 375 Vidrio GM,1,Thinner,375ml,Limpieza,10000,https://pinturasimperio.co/tienda/wp-content/uploads/2023/11/PRODUCTOS-IMPERIO-57.png
Thinner 750 GM,3,Thinner,750ml,Limpieza,20000,https://easycolombia.vtexassets.com/arquivos/ids/178897/thinner-fino-x750-cm3-3.jpg
Magistral Potasa Cáustica 300g,2,Magistral,300g,Limpieza,10000,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6dy03jsETdUCWZI6o2Y2CzrrIDyrI7agRazO_CpDX_lgW7Arkp3w5tpz2qWike1A-uQzhFDCcxNBu8Igf4DzNbCBM0nxlrcEt9ADobZEDsGrSRD-OweLAbeBH30cqEqULWt6mhWuIHSet/s1600/soda+c%C3%A1ustica+mahistral+fuller+72.jpg
Destape Cañerías Tiussox 500gr,1,Tiussox,500g,Limpieza,13500,https://exitocol.vtexassets.com/arquivos/ids/16533522/destaqueador-destapa-canerias-500cc-soda-caustica-limpieza-sifon-cocinas-banos.jpg
Dersa Polvo Limpiador Citrus 500g,2,Dersa,500g,Limpieza,7000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702166005013_33.jpg
Botellas de Andina 330ml,30,Andina,330ml,Bebidas,2800,https://dislicoresqa.vtexassets.com/arquivos/ids/256992/364008-Cerveza-Andina.png
Clorox 460ml,16,Clorox,460ml,Limpieza,5200,https://olimpica.vtexassets.com/arquivos/ids/1188791/7702213862705_1.jpg
Vanish quita manchas 130ml,2,Vanish,130ml,Limpieza,16500,https://eu-images.contentstack.com/v3/assets/blt6618a6af19da7ce1/bltc9bfe4fc3e572709/671b928a85012a35d66a498f/7702626216935_-_VANISH_ROSA_DOYPACK_130ML.png
Vanish blanco total 130ml,11,Vanish,130ml,Limpieza,16500,https://www.corbeta.com.co/media/catalog/product/7/7/7702626216942_1_1.jpg
Vanish oxi action 30g,18,Vanish,30g,Limpieza,8500,https://i5-mx.walmartimages.com/gr/images/product-images/img_large/00770262620420L.jpg
Woolite 300ml,2,Woolite,300ml,Limpieza,18000,https://olimpica.vtexassets.com/arquivos/ids/875006/7702626214702-1.jpg
Woolite ropa oscura 500ml,3,Woolite,500ml,Limpieza,25000,https://www.corbeta.com.co/media/catalog/product/7/7/7702626217178_1.jpg
Varsol magistral eco 400ml,1,Magistral,400ml,Limpieza,9500,https://static.merqueo.com/images/products/large/71aea903-1b7a-40be-bb75-f49174a09d13.jpg
Pañales Pequeñín Etapa 1,21,Pequeñín,Unidad,Cuidado infantil,45000,https://villavoexpress.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTA5MTIsInB1ciI6ImJsb2JfaWQifX0=--820bf2edf96cebc5d86aa56cbf66dfab02d46790/pa%C3%B1ales-peque%C3%B1in-extraproteccion-etapa-1-por-30-unidades.png
Pañales Pequeñín Etapa 3,15,Pequeñín,Unidad,Cuidado infantil,45000,https://exitocol.vteximg.com.br/arquivos/ids/26755931/Panales-Pequenin-Extraproteccion-Etapa-3-X-60-Und-Megapack-12873_b.jpg
Pañales Pequeñín Etapa 4,8,Pequeñín,Unidad,Cuidado infantil,45000,https://carulla.vteximg.com.br/arquivos/ids/19669489/Panales-Pequenin-Extraproteccion-Etapa-4-X-40-Und-970919_a.jpg
Pañales Pequeñín Etapa 5,4,Pequeñín,Unidad,Cuidado infantil,45000,https://static.merqueo.com/images/products/large/d89d2338-9e49-49fe-a8d2-bf2b9d45a040.jpg
Biovarsol y desinfectante,2,Biovarsol,Unidad,Limpieza,12000,https://www.multinsa.com/wp-content/uploads/2022/02/Recurso-2-1_bul.png
Pañales adulto mayor Tena,2,Tena,Unidad,Cuidado personal,65000,https://images.ctfassets.net/cnyu7awagftg/2Wf3zV8j1jfvz53na0WNaK/e15c97f2991533074499fd41c59308e6/tena-slip-ultra-h2.png
Blancox ropa color 500ml,2,Blancox,500ml,Limpieza,8500,https://www.corbeta.com.co/media/catalog/product/i/m/image-removebg-preview_2__28.png
Nosotras megapack,150,Nosotras,Pack,Cuidado femenino,25000,https://unidrogas.vtexassets.com/arquivos/ids/437123/7702027044199.jpg
Clorox ropa vivos 450ml,2,Clorox,450ml,Limpieza,12000,https://olimpica.vtexassets.com/arquivos/ids/1851381/7702137628654_2.jpg
Limpieza real ropa color 1L,2,Limpieza Real,1L,Limpieza,9500,https://media.surtiplaza.co/dimen/7709977743691.png
La Calleya ropa color 1L,2,La Calleya,1L,Limpieza,8500,https://static.merqueo.com/images/products/large/d47175fb-ddfe-4b23-9876-99ca6e39da88.jpg
MiDia ropa color 1L,2,MiDia,1L,Limpieza,8500,https://www.midia.com.co/sites/default/files/styles/product_detail/public/2024-02/000_Ropa_Color_MiDia_1000_Ml_1.png
MinoraDos cuchillas,9,MinoraDos,Unidad,Afeitado,3500,https://atramento.com.co/wp-content/uploads/2022/11/Cuchillas-de-Afeitar02-510x510.jpg
Fluo Cardent cepillo,8,Fluo Cardent,Unidad,Cuidado dental,4500,https://drogueriaalamedasur.co/wp-content/uploads/CEPILLO-FLUOCARDENT.jpg
Gilette presto barba,17,Gilette,Unidad,Afeitado,8500,https://megatiendas.vtexassets.com/arquivos/ids/164477/7702018874750.jpg
Gilette Venus,4,Gilette,Unidad,Afeitado,12000,https://carulla.vtexassets.com/arquivos/ids/19668071/Maquina-Desechable-Tropical-1173858_a.jpg
Toallas Higiénicas Carefree (paquetes),4,Carefree,Unidad,Cuidado femenino,8500,https://d31f1ehqijlcua.cloudfront.net/n/3/0/8/3/3083e593f05207571af71b597dde201a4447e2b2_FeminineHygiene_304473_01.jpg
Toallas Higiénicas Nosotras (paquetes),7,Nosotras,Unidad,Cuidado femenino,9500,https://locatelcolombia.vtexassets.com/arquivos/ids/345036/7702027041662_1_Toallas-Higienicas-Nosotras-Natural-Invisible-Con-Alas-X-10Und.png
Oferta Nosotras (paquetes),4,Nosotras,Unidad,Cuidado femenino,7500,https://copservir.vtexassets.com/arquivos/ids/1561694/OF-TOALLAS-NOSOTRAS-AJ-SE-X-8_F.png
Tanga clásica Nosotras (paquete),1,Nosotras,Unidad,Cuidado femenino,12000,https://mispastillas.com/wp-content/uploads/2021/04/1084-Nosotras-Tanga-Classica-tela-x-10-und-FAMILIA-SANCELA-mispastillas-tienda-pastillas-medellin-colombia.jpg
Ladysoft tela suave 10u (paquetes),3,Ladysoft,10u,Cuidado femenino,6500,https://clubsoftys.vtexassets.com/arquivos/ids/171793/7759185010542_2.png
Ladysoft tela suave nocturna 10u (paquetes),3,Ladysoft,10u,Cuidado femenino,7500,https://amarket.com.bo/cdn/shop/files/7759185007917.jpg
Stayfree (paquete),1,Stayfree,Unidad,Cuidado femenino,8000,https://copservir.vtexassets.com/arquivos/ids/1560434/TOALLA-STAYFREE-ESPECIAL-ALAS_F.png
UltraBarba Schick,20,Schick,Unidad,Afeitado,6500,https://supermercadoslacanasta.caxtor.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTQ4NzIxLCJwdXIiOiJibG9iX2lkIn19--847aee8dedbf8c0facf9801b802a996e9fd191c6/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/75919146.png
Lubriderm 25ml,4,Lubriderm,25ml,Cuidado de la piel,12000,https://drogueriaalamedasur.co/wp-content/uploads/lubriderm-piel-normal-extra-humectante-25-ml.jpg
Paquete de toallas invisible,13,Sin Marca,Unidad,Cuidado femenino,5500,https://olimpica.vtexassets.com/arquivos/ids/1349757/7702027415517.jpg
Kotex promo 16 unidades,16,Kotex,16u,Cuidado femenino,14000,https://olimpica.vtexassets.com/arquivos/ids/822374/7702425805316.jpg
Ladysoft normal (paquetes),42,Ladysoft,Unidad,Cuidado femenino,6000,https://softysco.vteximg.com.br/arquivos/ids/156213-1000-1000/1TTCO711004_2.jpg
Siempre Libre Superpack 24 toallas,24,Siempre Libre,24u,Cuidado femenino,18000,https://images.ctfassets.net/ft324xor1pp0/7vk7nUSUFd0X2xRCrE5DF4/004953ac7b602416e20f1c20cd7ddf42/_AF-IMG-MKP-SIEMPRE-LIBRE-MOONLIGHT-BRASIL-8UNID-SUAVE-FRONT.png
Nosotras maternidad 10 toallas,1,Nosotras,10u,Cuidado femenino,15000,https://eurosuper.vtexassets.com/arquivos/ids/179950/7702027440106.jpg
Nosotras tampones,1,Nosotras,Unidad,Cuidado femenino,12000,https://images.ctfassets.net/o65uf8qogksw/1LprzGN0ujeuFVobUI4mWZ/f43c62860b72d76a2b61a914b0f7e889/tampones-nosotras-con-aplicador-super-flujo-abundantex8.png?w=500&h=500&q=100&fm=png
Blancox desinfectante baño 500ml,2,Blancox,500ml,Limpieza,9500,https://www.kipclin.com/images/virtuemart/product/KIP-BRS-100340921.jpg
Cepillo Colgate,1,Colgate,Unidad,Cuidado dental,4500,https://olimpica.vtexassets.com/arquivos/ids/1484222/7891024316207_1.jpg
Colgate kids,11,Colgate,Unidad,Cuidado dental,5500,https://copservir.vtexassets.com/arquivos/ids/1581668/CREMA-DENTAL-COLGATE-KIDS-GEL_F.png
Siempre libre tampoco 8u,8,Siempre Libre,8u,Cuidado femenino,9500,https://www.drogueriaspatria.com/wp-content/uploads/2024/04/7891010254780-1.jpg
Schick Quattro titanium,1,Schick,Unidad,Afeitado,18000,https://copservir.vtexassets.com/arquivos/ids/1560738/MAQUINA-AFEIT-SCHICK-QUAT-NORM_F.png
Oral B cepillo,4,Oral B,Unidad,Cuidado dental,8500,https://olimpica.vtexassets.com/arquivos/ids/1483456/7501001100285_1.jpg
Cure Band esparadrapo,8,Cure Band,Unidad,Salud,3500,https://locatelcolombia.vtexassets.com/arquivos/ids/336006/7702136642712_2_Esparadrapo-Tela-Cureband-1X5-X-1Und.jpg
Jabón corporal extracto de frutos rojos y flor de cerezo Nosotras 24ml,3,Nosotras,24ml,Higiene personal,4500,https://images.rappi.com/products/129375310746_shjhavlsxjyt_576447349236_itrujvqtpnlz_2222032_1.jpeg
Oral B crema complete 50ml,1,Oral B,50ml,Cuidado dental,8500,https://www.droguerialaeconomia.com/economia/site/img/1x/105235.jpg
Fluo Cardent crema triple acción,4,Fluo Cardent,Unidad,Cuidado dental,6500,https://copservir.vtexassets.com/arquivos/ids/1379973/CREMA-DENTAL-FLUOCARDENT-TRIPL_F.png
Suavitel Cuidado Superior Fresca Primavera 110ml,11,Suavitel,110ml,Cuidado del hogar,4500,https://www.tuhogar.com/content/dam/cp-sites/home-care/tu-hogar/latam/productos/suavitel/2022-cuidado-supereior-fresca-primavera/suavitel-fresca-primavera-2022-110ml.jpg
Colgate crema 22ml,8,Colgate,22ml,Higiene Bucal,3500,https://www.droguerialaeconomia.com/economia/site/img/galeria/112725-1.jpg
Colgate triple acción blancura 60ml,5,Colgate,60ml,Higiene Bucal,6500,https://www.droguerialaeconomia.com/economia/site/img/1x/115089.jpg
Colgate triple acción 60ml,2,Colgate,60ml,Higiene Bucal,6500,https://locatelcolombia.vtexassets.com/arquivos/ids/226683/7702010111495_1_CREMA-DENTAL-COLGATE-TRIPLE-ACCION-X-60ML.jpg
Mexsana pack,2,Mexsana,Pack,Cuidado Personal,8500,https://copservir.vtexassets.com/arquivos/ids/1598152/TALCO-MEXSANA-150-G---85-G-PR_F.png
Listerine Cool Mint Zero Alcohol 180ml,3,Listerine,180ml,Higiene Bucal,15000,https://www.mercaboy.com/855-large_default/enjuague-bucal-listerine-cool-mint-zero-alcohol-180ml.jpg
Paquetes de velas Lloreda,10,Lloreda,Pack,Iluminación,3500,https://panchiscakes.com/wp-content/uploads/2023/11/vela.jpg
Paquetes de velas La Inmaculada,9,La Inmaculada,Pack,Iluminación,3500,https://carulla.vtexassets.com/arquivos/ids/17389904/Velas-Farol-Paq-X-20-Unds-Cu-35153_a.jpg
Paquetes de velas de colores Sol y Luna de Colombia,3,Sol y Luna de Colombia,Pack,Iluminación,4000,https://paraisodistribuciones.com/wp-content/uploads/2023/10/velas-caja-x30.png
Velas grandes blancas,2,Genérica,Grandes,Iluminación,2500,https://velasmisionera.com/wp-content/uploads/2021/06/Vela-Cirio-Grande-17cm-BLANCO.png
Cure Band venditas,14,Cure Band,Pack,Cuidado Personal,4500,https://locatelcolombia.vtexassets.com/arquivos/ids/393575/7702136645003_2_Curas-Cureband-Venditas-Standard-X-100Und.jpg
Noraver gripa y tos 6 cápsulas,6,Noraver,6 cápsulas,Medicamentos,12000,https://locatelcolombia.vtexassets.com/arquivos/ids/335447/7702057160487_1_Noraver-Gripa-Y-Tos-Fast-Total-Caja-X-6-Capsulas-Liquidas.jpg
Sinutab Plus Congestión 12 tabletas,12,Sinutab,12 tabletas,Medicamentos,18000,https://www.mercaboy.com/1678-medium_default/sinutab-plus-ns-12-tabletas.jpg
Noraver gripa día 6 sobres de 15g,6,Noraver,6 sobres de 15g,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/335280/7702057160821_1_Noraver-Gripa-Dia-Caja-X-6-Sobres-De-15G.jpg
Velas de colores,63,Genérica,Variado,Iluminación,2000,https://bucket.somosohlala.com.ar/s3fs-public/styles/internal_990/public/2023-05/rulos-tendencia-cortes-2023_23.jpg
Noraver noche gripa 6 sobres de 15g,6,Noraver,6 sobres de 15g,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/335443/7702057160975_1_Noraver-Gripa-Noche-Caja-X-6-Sobres-De-15G.jpg
Bonfiest Plus Alivio Rápido 20 sobres,20,Bonfiest,20 sobres,Medicamentos,22000,https://pasteurio.vtexassets.com/arquivos/ids/199204/Salud-y-Medicamentos-Dolor-de-cabeza_Bonfiest_Pasteur_404372_caja_01.jpg
Sal de frutas Lua,14,Lua,Unidad,Medicamentos,8500,https://licoresmedellin.com/cdn/shop/files/SOBRE_SAL_DE_FRUTAS_LUA_5G.jpg
Cera La Joya Lavanda 500ml,3,La Joya,500ml,Limpieza,8500,https://www.casaluker.com/wp-content/uploads/2024/03/LA-JOYA-CERA-406X511-OK.png
Genoprazol Plus 10ml,1,Genoprazol,10ml,Medicamentos,25000,https://comfandivirtual.com.co/299275-large_default/genoprazol-plus-suspension-oral-10ml-caja-10-sachets-genomma-lab-colombia-ltda.jpg
Acetaminofén Forte MK 8 tabletas,8,MK,8 tabletas,Medicamentos,4500,https://beta1.cruzverde.com.co/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw51d5ca57/images/large/128969_1ACETAMINOFEN_FORTE_MK.jpg
Paño absorbente 12u,12,Genérica,12 unidades,Limpieza,5500,https://aseo1acorp.com/cdn/shop/products/60601008.jpg
Alka-Seltzer Extreme 8 sobres,8,Alka-Seltzer,8 sobres,Medicamentos,18000,https://copservir.vtexassets.com/arquivos/ids/1586961/OFERTA-ALKA-EXTREME-PAG-6-LL-8_F.png
"Gel limpiador disco activo, Mr. Músculo paquete",1,Mr. Músculo,Paquete,Limpieza,12000,https://villavoexpress.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjU2MTIsInB1ciI6ImJsb2JfaWQifX0=--35eb563609d0e605eaf958ba749baddd6335ea8f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbNjAwLDYwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--db42ba722be1e76788976c3dae164d352f833ae3/discos-activos-mr-musculos-gel-limpiador-15-gr.png
Aspirina Efervescente Bayer 500mg,31,Bayer,500mg,Medicamentos,2500,https://copservir.vtexassets.com/arquivos/ids/1556321/ASPIRINA-EFERVESCENTE-500-MG_F.png
Alka-Seltzer Original 28 tabletas,28,Alka-Seltzer,28 tabletas,Medicamentos,35000,https://www.alkaseltzer.com.co/sites/g/files/vrxlpx50896/files/2025-02/Group%2015218%20%281%29.png
AlivRub MK 12g,9,MK,12g,Medicamentos,8500,https://pasteurio.vtexassets.com/arquivos/ids/182677/Salud-y-Medicamentos-Unguentos-y-descongestionantes_Alivrub_Pasteur_258013_lata_01.jpg
Gatsy Sabores Caseros 250g,1,Gatsy,250g,Alimento para Mascotas,4500,https://en1ya.com/wp-content/uploads/2022/08/ALIMENTO-PARA-GATOS-GATSY-SABORES-CASEROS-X-250g..png
Buscapina Compositum NF 325mg,10,Buscapina,325mg,Medicamentos,3500,https://colsubsidio.vteximg.com.br/arquivos/ids/197918-1200-1200/7703202221336_Hero.jpg
Gatsy Adultos 500g,2,Gatsy,500g,Alimento para Mascotas,7500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702521086961.jpg
Calmidol Max 26 pastas,26,Calmidol,26 pastas,Medicamentos,12000,https://bellefarma.com/cdn/shop/products/16980.png
Suavizante de Tela Suavitel Vainilla 180ml,2,Suavitel,180ml,Limpieza,5500,https://distribucioneselconfite.com/6815-large_default/suavizante-suavitel-vainilla-x-180ml.jpg
Suavizante de Tela Suavitel Lavanda 180ml,2,Suavitel,180ml,Limpieza,5500,https://www.tuhogar.com/content/dam/cp-sites/home-care/tu-hogar/latam/productos/suavitel/thumbnails/pack-shot-suavitel-orquidea-new-res.png
Suavizante de Tela Suavitel Fresca Primavera 180ml,1,Suavitel,180ml,Limpieza,5500,https://exitocol.vtexassets.com/arquivos/ids/27624979/Fresca-Primavera-180ml-SUAVITEL-SIN-REF-3208516_a.jpg
Mareol 12 tabletas,12,Mareol,12 tabletas,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/332338/7702132004460_1_Mareol-Caja-X-12-Tabletas.jpg
Gatsy Cachorros 500g,2,Gatsy,500g,Alimento para Mascotas,8500,https://www.supermaxi.com/wp-content/uploads/2025/05/items2Figm2F1500x15002F7702521880057-1.jpg
Advil Ultra 20 cápsulas,20,Advil,20 cápsulas,Medicamentos,28000,https://locatelcolombia.vtexassets.com/arquivos/ids/393392/7702132008482_0_Advil-Ultra-Caja-X-20-Capsulas-Liquidas.jpg
Don Kat 500g,2,Don Kat,500g,Alimento para Mascotas,6500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702084057156_33.jpg
Mieltertos Noche 90g 6 sobres,6,Mieltertos,90g (6 sobres),Medicamentos,18000,https://olimpica.vtexassets.com/arquivos/ids/630626/7707232098043.jpg
Mirringon 500g,1,Mirringon,500g,Alimento para Mascotas,7000,https://jumbocolombiaio.vtexassets.com/arquivos/ids/493786/7703090433927.jpg
Acetaminofén Memphis 500mg 100 tabletas,100,Memphis,500mg (100 tabletas),Medicamentos,12000,https://copservir.vtexassets.com/arquivos/ids/1575548/ACETAMINOFEN-500-MG_F.png
Alimento para Aves Maritza 460g,2,Maritza,460g,Alimento para Mascotas,5500,"https://static.wixstatic.com/media/b4b93f_2b3a35bd78954a2bb687671fd512f7e4~mv2.png/v1/fill/w_520,h_346,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/b4b93f_2b3a35bd78954a2bb687671fd512f7e4~mv2.png"
Q Duraflex Muscular Advance 6 cápsulas,6,Duraflex,6 cápsulas,Medicamentos,22000,https://locatelcolombia.vtexassets.com/arquivos/ids/335206/7702057091163_1_Duraflex-Muscular-Advance-Caja-X-6-Capsulas-Liquidas.jpg
Menticol Loción 60ml,2,Menticol,60ml,Cuidado Personal,9500,https://drogaspaguemenos.co/storage/products/1644238406-DI-menticol-original-locion-x-60-ml-sv-large.jpg
Sevedol Abbott 120 tabletas,120,Abbott,120 tabletas,Medicamentos,45000,https://colsubsidio.vteximg.com.br/arquivos/ids/182679-1200-1200/7702870004401.jpg
Mixtura 460g,3,Mixtura,460g,Alimento para Mascotas,5000,https://sudespensa.com.co/wp-content/uploads/2018/08/productos-sudespensa-_0007_mixtura.png
Magnesia MK 120ml,2,MK,120ml,Medicamentos,8500,https://copservir.vtexassets.com/arquivos/ids/1574035/MAGNESIA-MK-SUSPENSION_F.png
Vinagre de Limpieza MiDía 1L,1,MiDía,1L,Limpieza,4500,https://www.midia.com.co/sites/default/files/styles/product_detail/public/2024-07/097_Vinagre_Limpieza_Atomizador_MiDia_1000.png
Limpiador de Juntas Limpia Ya 500ml,2,Limpia Ya,500ml,Limpieza,7500,https://mistiendas.com.co/17759-large_default/limpiador-de-juntas-limpia-ya-x500ml.jpg
Limpiavidrios Pack Máximo 800ml + paquete 200ml,1,Máximo,800ml + 200ml,Limpieza,8500,https://carulla.vtexassets.com/arquivos/ids/20127026/LIMPIAVIDRIOS-3EN-1-BINNER-201003-7308_a.jpg
Medicare Copitos,100,Medicare,100 unidades,Cuidado Personal,3500,https://medicarecolombia.com.co/wp-content/uploads/2021/06/copitos-de-algodon-50-unidades-medicare.jpg
Ecopitos Copitos,50,Ecopitos,50 unidades,Cuidado Personal,2500,https://copservir.vtexassets.com/arquivos/ids/1379974/ECOPITOS-JGB_F.png
Agua Oxigenada OSA 120ml,3,OSA,120ml,Cuidado Personal,4500,https://laboratoriososa.com.co/wp-content/uploads/2024/04/Agua-Oxigenada-OSA-120ml-01-1.jpg
